"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1097","1.2 - should add item to cart","chromium","Thu Apr 16 12:54:44 UTC 2026","passed","Thu Apr 16 12:54:45 UTC 2026","1 -Shopping Cart Functionality","","",""
"","9486","TC01 - Carousel should be visible on homepage","chromium","Thu Apr 16 12:51:35 UTC 2026","passed","Thu Apr 16 12:51:44 UTC 2026","Makro Pro - Carousel Tests","","",""
"","1106","1.3 - should add multiple items to cart","chromium","Thu Apr 16 12:54:45 UTC 2026","passed","Thu Apr 16 12:54:46 UTC 2026","1 -Shopping Cart Functionality","","",""
"","23517","test","chromium","Thu Apr 16 12:54:17 UTC 2026","failed","Thu Apr 16 12:54:40 UTC 2026","","","",""
"","13","1.2 - should verify response headers","chromium","Thu Apr 16 12:51:22 UTC 2026","passed","Thu Apr 16 12:51:22 UTC 2026","1 - API Testing","","",""
"","1167","1.6 -should continue shopping from cart","chromium","Thu Apr 16 12:54:48 UTC 2026","passed","Thu Apr 16 12:54:49 UTC 2026","1 -Shopping Cart Functionality","","",""
"","12","1.4 - should test response time","chromium","Thu Apr 16 12:51:22 UTC 2026","passed","Thu Apr 16 12:51:22 UTC 2026","1 - API Testing","","",""
"","18311","TC06 - Carousel swipe on mobile viewport","chromium","Thu Apr 16 12:52:30 UTC 2026","passed","Thu Apr 16 12:52:49 UTC 2026","Makro Pro - Carousel Tests","","",""
"","1043","1.2 - should login successfully with valid credentials","chromium","Thu Apr 16 12:51:27 UTC 2026","passed","Thu Apr 16 12:51:28 UTC 2026","1 - Login Functionality","","",""
"","650","Verify Sauce Demo product list loads correctly","chromium","Thu Apr 16 12:52:49 UTC 2026","passed","Thu Apr 16 12:52:49 UTC 2026","","","",""
"","11","1.5 -should verify page content","chromium","Thu Apr 16 12:51:22 UTC 2026","passed","Thu Apr 16 12:51:22 UTC 2026","1 - API Testing","","",""
"","962","1.4.1 - should show error for Invalid username","chromium","Thu Apr 16 12:51:29 UTC 2026","passed","Thu Apr 16 12:51:30 UTC 2026","1 - Login Functionality > 1.4 - Invalid Login Attempts","","",""
"","948","1.4.1 - should show error for Empty username","chromium","Thu Apr 16 12:51:31 UTC 2026","passed","Thu Apr 16 12:51:32 UTC 2026","1 - Login Functionality > 1.4 - Invalid Login Attempts","","",""
"","983","1.4.1 - should show error for Empty password","chromium","Thu Apr 16 12:51:32 UTC 2026","passed","Thu Apr 16 12:51:33 UTC 2026","1 - Login Functionality > 1.4 - Invalid Login Attempts","","",""
"","7531","test","chromium","Thu Apr 16 12:54:50 UTC 2026","passed","Thu Apr 16 12:54:58 UTC 2026","","","",""
"","686","get started link","chromium","Thu Apr 16 12:51:25 UTC 2026","passed","Thu Apr 16 12:51:26 UTC 2026","","","",""
"","559","has title","chromium","Thu Apr 16 12:51:25 UTC 2026","passed","Thu Apr 16 12:51:25 UTC 2026","","","",""
"","2069","1.5 - should logout successfully","chromium","Thu Apr 16 12:51:33 UTC 2026","passed","Thu Apr 16 12:51:35 UTC 2026","1 - Login Functionality","","",""
"","10621","TC04 - Should show ""ดูทั้งหมด"" button at the end of carousel","chromium","Thu Apr 16 12:52:07 UTC 2026","passed","Thu Apr 16 12:52:17 UTC 2026","Makro Pro - Carousel Tests","","",""
"","433","2.2 -Mock login API should return correct structure","chromium","Thu Apr 16 12:51:24 UTC 2026","passed","Thu Apr 16 12:51:25 UTC 2026","2 - Mock API Testing","","",""
"","11202","TC03 - Should scroll carousel to the LEFT","chromium","Thu Apr 16 12:51:55 UTC 2026","passed","Thu Apr 16 12:52:07 UTC 2026","Makro Pro - Carousel Tests","","",""
"","13038","TC05 - Click ""ดูทั้งหมด"" should navigate to correct page","chromium","Thu Apr 16 12:52:17 UTC 2026","passed","Thu Apr 16 12:52:30 UTC 2026","Makro Pro - Carousel Tests","","",""
"","970","1.3 - should show error for locked out user","chromium","Thu Apr 16 12:51:28 UTC 2026","passed","Thu Apr 16 12:51:29 UTC 2026","1 - Login Functionality","","",""
"","33806","test","chromium","Thu Apr 16 12:53:22 UTC 2026","broken","Thu Apr 16 12:53:56 UTC 2026","","","",""
"","27","2.3 -should fetch and validate API data structure","chromium","Thu Apr 16 12:51:25 UTC 2026","passed","Thu Apr 16 12:51:25 UTC 2026","2 - Mock API Testing","","",""
